Job ID,Title,Company,Location,Description,Date,Site,Contract,Salary,Sector,Keyword,Url
3814512179,Data analyst,QUANT AI Lab,"Paris, Île-de-France, France (Hybrid)","Data analyst
QUANT AI Lab
Paris, Île-de-France, France (Hybrid)
Actively recruiting
Promoted
Easy Apply",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3814512179
3819506076,Traineeship Data & Analytics,ErasmusTalent,"Rotterdam, South Holland, Netherlands (On-site)","Traineeship Data & Analytics
ErasmusTalent
Rotterdam, South Holland, Netherlands (On-site)
Actively recruiting
Promoted
Easy Apply",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3819506076
3809560956,Data Engineer,Acronis,"Bratislava, Bratislava, Slovakia","Data Engineer
Acronis
Bratislava, Bratislava, Slovakia
Actively recruiting
Promoted
2 applicants",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3809560956
3806143990,Artificial Intelligence Junior,Bcas,"Madrid, Community of Madrid, Spain (Hybrid)","Artificial Intelligence Junior
Bcas
Madrid, Community of Madrid, Spain (Hybrid)
Promoted",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3806143990
3809048191,Artifficial Intelligence (AI) Domain Expert,Sii Poland,"Łódź, Łódzkie, Poland","Artifficial Intelligence (AI) Domain Expert
Sii Poland
Łódź, Łódzkie, Poland
Actively recruiting
Promoted
0 applicants",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3809048191
3806417743,Life Science Data Expert,MAM Gruppe,Germany (Remote),"Life Science Data Expert
MAM Gruppe
Germany (Remote)
Response time is typically 4 days
Promoted
14 applicants
Easy Apply",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3806417743
3801583152,Master@IBM: Consultant Data Services (m/w/x),IBM,"Hamburg, Hamburg, Germany (On-site)","Master@IBM: Consultant Data Services (m/w/x)
IBM
Hamburg, Hamburg, Germany (On-site)
Actively recruiting
Promoted",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3801583152
3807706219,Data Scientist,Alliander,"Arnhem, Gelderland, Netherlands (On-site)","Data Scientist
Alliander
Arnhem, Gelderland, Netherlands (On-site)
Promoted
8 applicants",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3807706219
3806440004,Data Scientist AI,CIMSOLUTIONS,"Overijssel, Netherlands (Hybrid)","Data Scientist AI
CIMSOLUTIONS
Overijssel, Netherlands (Hybrid)
Response time is typically 4 days
Promoted
4 applicants
Easy Apply",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3806440004
3816705363,Data Science,Securitas Direct by Verisure,"Pozuelo de Alarcón, Community of Madrid, Spain (Hybrid)","Data Science
Securitas Direct by Verisure
Pozuelo de Alarcón, Community of Madrid, Spain (Hybrid)
Actively recruiting
Promoted",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3816705363
3811750293,Machine Learning Engineer,Cegeka,"Iaşi, Iaşi, Romania (Hybrid)","Machine Learning Engineer
Cegeka
Iaşi, Iaşi, Romania (Hybrid)
Actively recruiting
Promoted
5 applicants",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3811750293
3814268198,Machine Learning Engineer,Xebia,Eindhoven Area (Hybrid),"Machine Learning Engineer
Xebia
Eindhoven Area (Hybrid)
Actively recruiting
Promoted",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3814268198
3810313423,Data Analytics and AI - Manager - Data Analytics,EY,"Galway, County Galway, Ireland (On-site)","Data Analytics and AI - Manager - Data Analytics
EY
Galway, County Galway, Ireland (On-site)
Actively recruiting
Promoted
5 applicants",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3810313423
3816383295,Senior Data Scientist,Reply,"Silesia, Poland (Hybrid)","Senior Data Scientist
Reply
Silesia, Poland (Hybrid)
Actively recruiting
Promoted
19 applicants",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3816383295
3808043770,Data Engineer,Multitude,"Bratislava, Slovakia (Hybrid)","Data Engineer
Multitude
Bratislava, Slovakia (Hybrid)
Promoted
2 applicants",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3808043770
3803155956,Lead Data Designer,Kingfisher plc,"Cracow, Małopolskie, Poland (Hybrid)","Lead Data Designer
Kingfisher plc
Cracow, Małopolskie, Poland (Hybrid)
Actively recruiting
Promoted
0 applicants",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3803155956
3805605121,Senior Principal Data Science & Artificial Intelligence,Slalom,"Munich, Bavaria, Germany","Senior Principal Data Science & Artificial Intelligence
Slalom
Munich, Bavaria, Germany
Actively recruiting
Promoted
4 applicants",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3805605121
3807310835,Senior ML Engineer/ Software Engineer,Zurich Insurance,"Bratislava, Bratislava, Slovakia (Remote)","Senior ML Engineer/ Software Engineer
Zurich Insurance
Bratislava, Bratislava, Slovakia (Remote)
Actively recruiting
Promoted
3 applicants",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3807310835
3808360329,Data analyst - Brussel - freelance/vast in dienst,Computer Futures,"Brussels, Brussels Region, Belgium (On-site)","Data analyst - Brussel - freelance/vast in dienst
Computer Futures
Brussels, Brussels Region, Belgium (On-site)
Actively recruiting
Promoted
4 applicants",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3808360329
3810256753,Online Data Analyst,TELUS International AI Data Solutions,"Bochum, North Rhine-Westphalia, Germany (Remote)","Online Data Analyst
TELUS International AI Data Solutions
Bochum, North Rhine-Westphalia, Germany (Remote)
Actively recruiting
Promoted
6 applicants",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3810256753
3813764128,"Analytics Lead, Support Domain",Wolt,"Helsinki, Uusimaa, Finland (On-site)","Analytics Lead, Support Domain
Wolt
Helsinki, Uusimaa, Finland (On-site)
Actively recruiting
Promoted
3 applicants",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3813764128
3809584973,Machine Learning Operations Engineer,TUI,"Palma, Balearic Islands, Spain (Hybrid)","Machine Learning Operations Engineer
TUI
Palma, Balearic Islands, Spain (Hybrid)
Actively recruiting
Promoted
2 applicants",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3809584973
3800421897,Data Platform Administrator - Data Solutions,Cegeka,"Flemish Region, Belgium (Hybrid)","Data Platform Administrator - Data Solutions
Cegeka
Flemish Region, Belgium (Hybrid)
Actively recruiting
Promoted
1 applicant",2024/01/30,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3800421897
3806436549,Data Scientist AI,CIMSOLUTIONS,"Gelderland, Netherlands (Hybrid)","Data Scientist AI
CIMSOLUTIONS
Gelderland, Netherlands (Hybrid)
Response time is typically 4 days
Promoted
8 applicants
Easy Apply",2024/01/30,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3806436549
3812799455,Data Engineer,Alv AS,"Oslo, Norway (Hybrid)","Data Engineer
Alv AS
Oslo, Norway (Hybrid)
Applicant review time is typically 4 days
Promoted
9 applicants
Easy Apply",2024/01/30,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3812799455
3802499976,Data Scientist,KBC Bank & Verzekering,"Flemish Region, Belgium (Hybrid)","Data Scientist
KBC Bank & Verzekering
Flemish Region, Belgium (Hybrid)
Actively recruiting
Promoted
13 applicants",2024/01/30,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3802499976
3809563677,Data Engineer,Acronis,"Prague, Prague, Czechia","Data Engineer
Acronis
Prague, Prague, Czechia
Actively recruiting
Promoted
7 applicants",2024/01/30,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3809563677
3817339513,Data Engineer,Next Ventures,Brussels Metropolitan Area (Hybrid),"Data Engineer
Next Ventures
Brussels Metropolitan Area (Hybrid)
Actively recruiting
Promoted
Easy Apply",2024/01/30,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3817339513
3813611474,Data Reporting & Visualization,afarax,Brussels Metropolitan Area (Hybrid),"Data Reporting & Visualization
afarax
Brussels Metropolitan Area (Hybrid)
Promoted
Easy Apply",2024/01/30,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3813611474
3813717203,AI Engineer (February Start),DevOn,"Poznań, Wielkopolskie, Poland (On-site)","AI Engineer (February Start)
DevOn
Poznań, Wielkopolskie, Poland (On-site)
Actively recruiting
Promoted
11 applicants
Easy Apply",2024/01/30,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3813717203
3810256281,Online Data Analyst,TELUS International AI Data Solutions,"Parma, Emilia-Romagna, Italy (Remote)","Online Data Analyst
TELUS International AI Data Solutions
Parma, Emilia-Romagna, Italy (Remote)
Actively recruiting
Promoted
8 applicants",2024/01/30,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3810256281
3814287678,Market Insights and Research,CloudPay,"Budapest, Budapest, Hungary (Hybrid)","Market Insights and Research
CloudPay
Budapest, Budapest, Hungary (Hybrid)
Promoted",2024/01/30,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3814287678
3807124461,Senior Machine Learning Engineer,Adobe,"Bucharest, Bucharest, Romania","Senior Machine Learning Engineer
Adobe
Bucharest, Bucharest, Romania
Actively recruiting
Promoted
0 applicants",2024/01/18,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3807124461
3800587065,Manager Data Science,Publicis Sapient,"Düsseldorf, North Rhine-Westphalia, Germany (On-site)","Manager Data Science
Publicis Sapient
Düsseldorf, North Rhine-Westphalia, Germany (On-site)
Actively recruiting
Promoted
3 applicants",2024/01/18,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3800587065
3803146836,Data Engineer,Finyard,"Limassol, Cyprus (Hybrid)","Data Engineer
Finyard
Limassol, Cyprus (Hybrid)
Actively recruiting
Promoted
1 applicant",2024/01/18,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3803146836
3813192842,"Sr. Business Intelligence Engineer, AB Ops Analytics",Amazon,"Luxembourg, Luxembourg, Luxembourg","Sr. Business Intelligence Engineer, AB Ops Analytics
Amazon
Luxembourg, Luxembourg, Luxembourg
Actively recruiting
Promoted
9 applicants",2024/01/18,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3813192842
3809549485,Data Engineer intern,Worldline,"Brussels Region, Belgium (Hybrid)","Data Engineer intern
Worldline
Brussels Region, Belgium (Hybrid)
Actively recruiting
Promoted
Easy Apply",2024/01/18,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3809549485
3807597502,"Data Science, AI/ML Intern H/F",Johnson & Johnson,"Issy-les-Moulineaux, Île-de-France, France (On-site)","Data Science, AI/ML Intern H/F
Johnson & Johnson
Issy-les-Moulineaux, Île-de-France, France (On-site)
Actively recruiting
Promoted",2024/01/18,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3807597502
3802981371,Online Data Analyst,TELUS International,"Brussels, Brussels Region, Belgium (Remote)","Online Data Analyst
TELUS International
Brussels, Brussels Region, Belgium (Remote)
Actively recruiting
Promoted
4 applicants",2024/01/18,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3802981371
3806431970,Data Scientist AI,CIMSOLUTIONS,"Utrecht, Netherlands (Hybrid)","Data Scientist AI
CIMSOLUTIONS
Utrecht, Netherlands (Hybrid)
Response time is typically 4 days
Promoted
12 applicants
Easy Apply",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3806431970
3809666051,(Senior) Consultant AI Transformation - Technology Transformation (w/m/d),EY,"Stuttgart, Baden-Württemberg, Germany (On-site)","(Senior) Consultant AI Transformation - Technology Transformation (w/m/d)
EY
Stuttgart, Baden-Württemberg, Germany (On-site)
Actively recruiting
Promoted
1 applicant",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3809666051
3806866166,"Senior Data Scientist, Campaigns",Bolt,"Tallinn, Harjumaa, Estonia","Senior Data Scientist, Campaigns
Bolt
Tallinn, Harjumaa, Estonia
Actively recruiting
Promoted
1 applicant",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3806866166
3814772049,Data & AI Engineer,Capgemini Engineering,"Porto, Porto, Portugal (On-site)","Data & AI Engineer
Capgemini Engineering
Porto, Porto, Portugal (On-site)
1 connection works here
Promoted",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3814772049
3796119009,Lead Data Engineer (H/F),LittleBigCode,"Paris, Île-de-France, France (Hybrid)","Lead Data Engineer (H/F)
LittleBigCode
Paris, Île-de-France, France (Hybrid)
Actively recruiting
Promoted
11 applicants",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3796119009
3804034063,Data Scientist - SAS Specialist,BIP,"Padua, Veneto, Italy (Hybrid)","Data Scientist - SAS Specialist
BIP
Padua, Veneto, Italy (Hybrid)
Actively recruiting
Promoted
3 applicants",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3804034063
3816667504,Micro-mechanics R&D Engineer (F/M/D),ICON Photonics,"Champs-sur-Marne, Île-de-France, France (Hybrid)","Micro-mechanics R&D Engineer (F/M/D)
ICON Photonics
Champs-sur-Marne, Île-de-France, France (Hybrid)
Applicant review time is typically 1 day
Promoted
Easy Apply",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3816667504
3811905272,Data Scientist/AI Engineer,Gentis,"Brabant, Walloon Region, Belgium (Hybrid)","Data Scientist/AI Engineer
Gentis
Brabant, Walloon Region, Belgium (Hybrid)
Actively recruiting
Promoted
20 applicants
Easy Apply",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3811905272
3810195949,Big Data Analist,KBC Bank & Verzekering,"Flemish Region, Belgium (Hybrid)","Big Data Analist
KBC Bank & Verzekering
Flemish Region, Belgium (Hybrid)
Actively recruiting
Promoted
4 applicants",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3810195949
3804525141,Data Scientist,Evolution,"Riga, Riga, Latvia (Hybrid)","Data Scientist
Evolution
Riga, Riga, Latvia (Hybrid)
Actively recruiting
Promoted
4 applicants",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3804525141
3808251891,AI and Machine Learning Data Scientist,Experis Italia,"Rome, Latium, Italy (Hybrid)","AI and Machine Learning Data Scientist
Experis Italia
Rome, Latium, Italy (Hybrid)
Actively recruiting
Promoted
17 applicants",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3808251891
3817588236,Senior Machine Learning Engineer,Luxoft,Bucharest Metropolitan Area (Hybrid),"Senior Machine Learning Engineer
Luxoft
Bucharest Metropolitan Area (Hybrid)
Applicant review time is typically 6 days
Promoted
3 applicants
Easy Apply",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3817588236
3808128441,Data Scientist,Sanofi,"Budapest, Budapest, Hungary (Hybrid)","Data Scientist
Sanofi
Budapest, Budapest, Hungary (Hybrid)
1 connection works here
Promoted
5 applicants",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3808128441
3817728814,Data Analyst,Aubay Portugal,"Porto, Portugal (Hybrid)","Data Analyst
Aubay Portugal
Porto, Portugal (Hybrid)
Applicant review time is typically 1-2 weeks
Promoted
Easy Apply",2024/01/25,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3817728814
3807596471,Teamlead Data,Smals,"Brussels, Brussels Region, Belgium (Hybrid)","Teamlead Data
Smals
Brussels, Brussels Region, Belgium (Hybrid)
Promoted
1 applicant",2024/01/18,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3807596471
3817318464,Data Analyst / Engineer,Hays,Bruges Metropolitan Area (On-site),"Data Analyst / Engineer
Hays
Bruges Metropolitan Area (On-site)
Actively recruiting
Promoted
24 applicants
Easy Apply",2024/01/18,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3817318464
3814231789, Startup Founder & Machine Learning/AI Expert/Data Scientist ,Antler,"Oslo, Norway (On-site)"," Startup Founder & Machine Learning/AI Expert/Data Scientist 
Antler
Oslo, Norway (On-site)
Actively recruiting
Promoted
3 applicants",2024/01/18,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3814231789
3812792611,"Lead Data Scientist, Supply & Demand",Wolt,"Helsinki, Uusimaa, Finland (Remote)","Lead Data Scientist, Supply & Demand
Wolt
Helsinki, Uusimaa, Finland (Remote)
Actively recruiting
Promoted
8 applicants",2024/01/18,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3812792611
3818737042,Senior Data Engineer,Kin + Carta,"Veliko Turnovo, Bulgaria (Hybrid)","Senior Data Engineer
Kin + Carta
Veliko Turnovo, Bulgaria (Hybrid)
Your profile matches this job
Promoted",2024/01/18,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3818737042
3807541236,Data Scientist,Big Cloud,"Hamburg, Germany (On-site)","Data Scientist
Big Cloud
Hamburg, Germany (On-site)
Actively recruiting
Promoted
Easy Apply",2024/01/18,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3807541236
3818737041,Senior Data Engineer,Kin + Carta,"Sofia, Bulgaria (Hybrid)","Senior Data Engineer
Kin + Carta
Sofia, Bulgaria (Hybrid)
Your profile matches this job
Promoted",2024/01/18,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3818737041
3819530623,"Senior Machine Learning Engineer, Bucharest",Luxoft,"Bucharest, Romania (Hybrid)","Senior Machine Learning Engineer, Bucharest
Luxoft
Bucharest, Romania (Hybrid)
Applicant review time is typically 6 days
Promoted
Easy Apply",2024/02/01,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3819530623
3816390946,Data Scientist,Blue Health Center,"Turin, Piedmont, Italy (Hybrid)","Data Scientist
Blue Health Center
Turin, Piedmont, Italy (Hybrid)
Promoted",2024/02/01,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3816390946
3806459616,Data Analyst,HumanTech Partners,"Luxembourg, Luxembourg (Hybrid)","Data Analyst
HumanTech Partners
Luxembourg, Luxembourg (Hybrid)
Response time is typically 4 days
Promoted
Easy Apply",2024/02/01,LinkedIn,N/A,N/A,N/A,data science,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3806459616
